framework,pinned_commit,relative_path,line,behavior_kind,detail,mixed_subclass,classification_basis,source_excerpt,implemented_and_semantically_tested,coverage_gain_claimed
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,579,state_memory,result2.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result2.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,584,state_memory,StateTrackingMessage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"result3 = await workflow.run(StateTrackingMessage(data=""message3"", run_id=""run3""))",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,585,state_memory,result3.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result3.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,596,state_memory,StateTrackingExecutor,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"executor = StateTrackingExecutor(id=""state_executor"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,604,state_memory,StateTrackingMessage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"result1 = await wf1.run(StateTrackingMessage(data=""message1"", run_id=""run1""))",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,608,state_memory,StateTrackingMessage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"result2 = await wf2.run(StateTrackingMessage(data=""message2"", run_id=""run2""))",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,626,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,645,hitl_resume,workflow_resume.run,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,result_resumed = await workflow_resume.run(,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,649,state_memory,result_resumed.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result_resumed.get_final_state() in (,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,730,state_memory,events_small.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert events_small.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,738,state_memory,events_large.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert events_large.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,785,state_memory,events.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert events.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,828,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,832,state_memory,result2.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result2.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,867,state_memory,result2.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result2.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,904,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,922,state_memory,r1.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert r1.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,925,state_memory,r2.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert r2.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,935,state_memory,r3.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert r3.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,939,state_memory,r4.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert r4.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,965,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,990,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,1076,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,1244,state_memory,result_1.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result_1.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,1245,state_memory,result_2.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result_2.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,1289,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for char in self._reply_text:,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,1388,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,764,state_memory,InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,history_provider = InMemoryHistoryProvider(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,998,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1016,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1033,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1047,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1068,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1093,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1120,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1126,state_memory,session.to_dict,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,serialized = session.to_dict(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1127,state_memory,AgentSession.from_dict,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,restored_session = AgentSession.from_dict(serialized),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1148,state_memory,InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"explicit_provider = InMemoryHistoryProvider(""custom-memory"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1182,state_memory,InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"existing_provider = InMemoryHistoryProvider(""custom"", load_messages=True)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1188,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1201,state_memory,InMemoryHistoryProvider,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"audit_provider = InMemoryHistoryProvider(""audit"", load_messages=False)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1207,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1223,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1237,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1254,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session = AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1270,state_memory,InMemoryCheckpointStorage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,checkpoint_storage = InMemoryCheckpointStorage(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1294,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,return AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1297,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,return AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1351,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for word in self._response_text.split():,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1404,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,return AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1407,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,return AgentSession(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,1461,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for word in self._response_text.split():,NO,NO
